,省,市,区,地址,adcode
314,黑龙江省,哈尔滨市,道里区,顾新路西雅图水岸12号楼3单元302的业主，我实名投诉威立雅供热不好的现象，给他们打电话投诉也没人管，实在走投无路才选择这个途径进行投诉。自打进入冬天以来，我们卧室的温度就没超过20度，一般都是18度，19度。距离4月20日停气还有一个多月，现在更是低于了19度，晚上睡觉经常冻醒，希望领导能关注一下，谢谢,230102
315,黑龙江省,哈尔滨市,道外区,北棵小区16号楼8单元7**室居民 实名投诉哈尔滨太平供热集团 自从过了二月初二以后 太平供热开始停暖气 我们居民住在冰冷的屋子里 赶上疫情 全家人在家隔离 还有孩子 全都穿着毛衣毛裤 大人已经冻感冒了 每年供热到4月20截止 但是太平供暖公司从三月初就不给气了 每次打电话都推诿说让工人去检查 但是没有回复,230104
316,,,,,
317,黑龙江省,哈尔滨市,道外区,庆兴街3号，春节后暖气一天比一天凉，这两天几乎就是冰凉状态，小区居民室内温度12，13，14都有，多次拨打供暖公司电话无果，希望市领导尽快出面处理为百姓解忧！,230104
318,,,,,
319,,,,,
320,,,,,
321,,,,,
322,,,,,
323,黑龙江省,鹤岗市,,长热线打不通，现在家里就12/13度，希望能尽快解决一下,230400
324,,,,,
325,,,,,
326,,,,,
327,黑龙江省,哈尔滨市,香坊区,22号民香小区（风华中学学区房）目前供水由之前供水改造的香坊区供水分公司负责，1月一日晚上香坊区供水公司给停水了，至今1月2号没来水，大过节停水又停气，请领导坐住给解决，给香坊区供水公司打电话态度也很恶劣，承诺改造后解决供水问题至今不解决,230110
328,上海市,,,的一届一届政府实事，百姓有目共睹。在回应人民（居民）对美好生活的向往方面，基层组织还有更多的事情可做，要做。治理能力也要不断提高，不可懈怠。尤其是与百姓生活贴的很近的居委会和业委会。 1. 大城市居民的多元化，必然带来对所在居住环境诉求的不同声音，对声音的收集以及回应需要高效及时； 2. 老旧小区几轮改造以后，电缆密布，亦有碍观瞻，亦有“架空线入地”的需要； 3. 居民/业主对居委会/业委会的满意度调查多一点线上合法高效的，少一点线下劳民伤财的； 4. 业委会被发现与物业沆瀣一气，有损害公共利益的行为，罢免可以更顺畅一点。不要有“房办”，“业委会监督办”这种多龙治水的扯皮行为，最直接的还是业主居民的声音； 5. 对居委会/业委会有损害公共利益行为的，居民/业主抱怨较多的，惩戒也要及时，就如同交警卡着点抓违停那样。 ,310000
329,河南省,开封市,鼓楼区,和园爱家业主。1.我们小区今年正常21日供暖，21日下午5点左右暖气才到小区，到户是晚上8点多，但是4小时后停气。22日到26日一直在维修，至26日下午5点左右。2.入户后效果还是很差，每晚8点多就停气了。3.小区是直供暖气，但是由直供单位委托鼓楼房产服务中心，再由鼓楼房产中心委托其他供暖公司负责小区供暖。暖气断断续续，工作人员态度差。依据《徐州市集中供热条例》第二十条规定，居民室内温度不低于18度。4.暖气什么时候才能正常。,410204
330,江苏省,南京市,浦口区,通宇林景尊园业主，开发商和物业串通一气，不买车位不让业主车进入小区，导致车停在外面回家特别不方便，且会被贴罚款单，后业主实在没办法就去堵门，结果开发商同意只租负二楼20个车位和小区旁边幼儿园22个临时停车位，幼儿园临停车位经常不够停，一个小区500多户，业主经常回家车无处停放，苦不堪言，还有负二楼没有电梯，我们停好车后要从汽车出口往负1楼爬上去，特别不安全，负1楼有几百个车位不给业主停车，非被迫业主买车位，因车位定价不合理，且地下车库漏水、地面开裂等诸多问题，所以我们才不愿意买车位。 ,320111
331,江苏省,南京市,栖霞区,和燕路305号54户沿街居民（原八九八厂家属区）其中一户，房屋七层高楼房，地处在和燕路快速通道最近距离不足2米处，地铁北延1号线和燕路快速隧道 和公交线，三线合一，地铁又是高架正对着我们305号，（地铁距离我们不足30米），该房屋是1998年单位集资分配房，砖混结构 一式两厅的老式房，两个房间正对着和燕路，背面是十里长沟，紧挨着是迈皋桥老街，下雨天十里长沟流水声就像瀑布哗哗啦啦的响，早晚高峰期后街人流 车流 汽车喇叭声简直就是赶集大市场，该条道是单行线，还撇出一股道停车场，该房左边无路可走，右边也无路可走，紧靠一条桥过去到菜场，超市。前期和燕路快速化隧道打桩 地铁修建，大型机械进场，我们的房屋墙体到处裂缝，楼板到处开裂，最重要的是快速路的修建和地铁北沿线修建5年来，我们的房子经常是5-6级的大地震，家里东西摇摇晃晃，我们每天提心吊胆的生活在这样的环境中，每天谁睡在梦里都被惊醒，长期这样，通过施工方了解马上要通车了，我们这幢楼房面临的问题：1 地铁开通每天地铁的震动声音，引起房屋的震动，2 公交车行走在不足2米的房屋边发出的震动声，以及隧道内川流不息的汽车发出的震动。3 现在一条道路横在我们的房屋前过一条街要跑一站远，4 每天面对房屋的 震动，处于地震带当中，5 目前房子租不出去，买不起，也卖不掉，房屋严重贬值。6 之前也投诉过，但每次都是不了了之，作为一名南京市民，为了配合市里建设，我们每晚忍受施工噪音，忍受出行不便，忍受不定时的停水停电停气，这些都算了，但这次关乎到我们生命财产安全，希望领导们重视一下我们百姓的安全问题,320113
332,江苏省,南京市,栖霞区,和燕路305号54户沿街居民（原八九八厂家属区）七层高楼房，房屋地处在和燕路快速通道不足2米处，地铁北延1号线和燕路快速隧道 和公交线，三线合一，地铁又是高架正对着我们305号，（地铁距离我们不足30米），该房屋是1998年单位集资分配房，砖混结构 一式两厅的老式房，两个房间正对着和燕路，背面是十里长沟，紧挨着是迈皋桥老街公路，下雨天十里长沟流水声就像瀑布哗哗啦啦的响，早晚高峰期后街人流 车流 汽车喇叭声简直就是赶集大市场，该条道是单行线，还撇出一股道停车场，该房左边无路可走，右边也无路可走，紧靠一条桥过去到菜场，超市。前期和燕路快速化隧道打桩 地铁修建，大型机械进场，我们的房屋墙体到处裂缝，楼板到处开裂，最重要的是快速路的修建和地铁北沿线修建5年来，我们的房子经常是5-6级的大地震，家里东西摇摇晃晃，我们每天提心吊胆的生活在这样的环境中，每天谁睡在梦里都被惊醒，长期这样，通过施工方了解马上要通车了，我们这幢楼房面临的问题：1 地铁开通每天地铁的震动声音，引起房屋的震动，2 公交车行走在不足2米的房屋边发出的震动声，以及隧道内川流不息的汽车发出的震动。3 现在一条道路横在我们的房屋前过一条街要跑一站远，4 每天面对房屋的 震动，处于地震带当中，5 目前房子租不出去，买不起，也卖不掉，房屋严重贬值。6 之前也投诉过，但每次都是不了了之，作为一名南京市民，为了配合市里建设，我们每晚忍受施工噪音，忍受出行不便，忍受不定时的停水停电停气，这些都算了，但这次关乎到我们生命财产安全，希望领导们重视一下我们百姓的安全问题,320113
333,江苏省,南京市,栖霞区,和燕路305号54户沿街居民（原八九八厂家属区）七层高楼房，房屋地处在和燕路快速通道不足2米处，地铁北延1号线和燕路快速隧道 和公交线，三线合一，地铁又是高架正对着我们305号，（地铁距离我们不足30米），该房屋是1998年单位集资分配房，砖混结构 一式两厅的老式房，两个房间正对着和燕路，背面是十里长沟，紧挨着是迈皋桥老街公路，下雨天十里长沟流水声就像瀑布哗哗啦啦的响，早晚高峰期后街人流 车流 汽车喇叭声简直就是赶集大市场，该条道是单行线，还撇出一股道停车场，该房左边无路可走，右边也无路可走，紧靠一条桥过去到菜场，超市。前期和燕路快速化隧道打桩 地铁修建，大型机械进场，我们的房屋墙体到处裂缝，楼板到处开裂，最重要的是快速路的修建和地铁北沿线修建5年来，我们的房子经常是5-6级的大地震，家里东西摇摇晃晃，我们每天提心吊胆的生活在这样的环境中，每天睡在梦里都被惊醒，长期这样，都休息不好了，大半夜也有施工。通过施工方了解马上要通车了，我们这幢楼房面临的问题：1 地铁开通每天地铁的震动声音，引起房屋的震动，2 公交车行走在不足2米的房屋边发出的震动声，以及隧道内川流不息的汽车发出的震动。3 现在一条道路横在我们的房屋前过一条街要跑一站远，4 每天面对房屋的 震动，处于地震带当中，5 房屋直接从外围阳台两房连接处墙面裂到楼梯口，要不是没有居住地，我们一家都不敢住进去了6 作为一名南京市民，为了配合市里建设，我们每晚忍受施工噪音，忍受出行不便，忍受不定时的停水停电停气，这些都算了，但这次关乎到我们生命财产安全，希望领导们重视一下我们百姓的安全问题,320113
